adm3_name,adm3_name1,adm3_name2,adm3_name3,adm3_pcode,adm2_name,adm2_name1,adm2_name2,adm2_name3,adm2_pcode,adm1_name,adm1_name1,adm1_name2,adm1_name3,adm1_pcode,adm0_name,adm0_name1,adm0_name2,adm0_name3,adm0_pcode,valid_on,valid_to,area_sqkm,cod_versio,lang,lang1,lang2,lang3,adm0_en,adm3_ref_n,center_lat,center_lon,total_pop_reprod
Ilha Licom,,,,MZ080401,Ilha Licom,,,,MZ0804,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,29.35220133,V_01,pt,,,,Mozambique,Ilha Licom,-12.07154961,34.7277087,16.8956857919693
Ilha Risunodo,,,,MZ080501,Ilha Risunodo,,,,MZ0805,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,8.3923654,V_01,pt,,,,Mozambique,Ilha Risunodo,-12.0334247,34.61933666,9.78585815429688
Imala,,,,MZ071701,Muecate,,,,MZ0717,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,1220.00397033,V_01,pt,,,,Mozambique,Imala,-14.5060755,39.44815659,4145.82981389761
Imbuo,,,,MZ011202,Mueda,,,,MZ0112,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,529.82196272,V_01,pt,,,,Mozambique,Imbuo,-11.52230725,39.72411911,5347.96543049812
Impiri,,,,MZ010202,Balama,,,,MZ0102,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,771.51945124,V_01,pt,,,,Mozambique,Impiri,-13.32950935,38.28870469,2814.59114658833
Inchope,,,,MZ040304,Gondola,,,,MZ0403,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,1017.42097349,V_01,pt,,,,Mozambique,Inchope,-19.33548386,33.83385572,17824.682682395
Inhaminga,,,,MZ090401,Cheringoma,,,,MZ0904,Sofala,,,,MZ09,Moçambique,,,,MZ,2019-06-07,,5397.65086299,V_01,pt,,,,Mozambique,Inhaminga,-18.64316693,35.12732617,13611.7176989019
Inhamitanga,,,,MZ090402,Cheringoma,,,,MZ0904,Sofala,,,,MZ09,Moçambique,,,,MZ,2019-06-07,,1706.11380902,V_01,pt,,,,Mozambique,Inhamitanga,-18.17627812,35.1588473,2592.78265973926
Inhangoma,,,,MZ101302,Mutarara,,,,MZ1013,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,774.55382791,V_01,pt,,,,Mozambique,Inhangoma,-17.51737351,35.21966269,11023.3980858922
Inharrime,,,,MZ030501,Inharrime,,,,MZ0305,Inhambane,,,,MZ03,Moçambique,,,,MZ,2019-06-07,,1110.00640851,V_01,pt,,,,Mozambique,Inharrime,-24.40782818,35.10689765,26011.3821155429
Inhassoro,,,,MZ030602,Inhassoro,,,,MZ0306,Inhambane,,,,MZ03,Moçambique,,,,MZ,2019-06-07,,4644.45310252,V_01,pt,,,,Mozambique,Inhassoro,-21.71763984,34.84259526,15104.5725059547
Inhassunge,,,,MZ110802,Inhassunge,,,,MZ1108,Zambezia,,,,MZ11,Moçambique,,,,MZ,2019-06-07,,505.30745971,V_01,pt,,,,Mozambique,Inhassunge,-18.04142559,36.87751455,17065.9310744405
Insaca,,,,MZ081302,Mecanhelas,,,,MZ0813,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,2854.06445885,V_01,pt,,,,Mozambique,Insaca,-15.18831726,36.03161356,63588.5828742981
Intete,,,,MZ072101,Nacaroa,,,,MZ0721,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,684.72505457,V_01,pt,,,,Mozambique,Intete,-14.3484161,40.20067785,9782.21207582951
Itepela,,,,MZ081701,Ngauma,,,,MZ0817,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,1421.97679182,V_01,pt,,,,Mozambique,Itepela,-13.7630931,35.77471991,2468.48744726181
Itoculo,,,,MZ071501,Monapo,,,,MZ0715,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,1242.73371075,V_01,pt,,,,Mozambique,Itoculo,-14.66578348,40.25935665,30000.5464398265
Iuluti,,,,MZ071302,Mogovolas,,,,MZ0713,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,1390.45207706,V_01,pt,,,,Mozambique,Iuluti,-15.79622392,39.03298704,24236.5463557839
Jangamo,,,,MZ030702,Jangamo,,,,MZ0307,Inhambane,,,,MZ03,Moçambique,,,,MZ,2019-06-07,,665.63515147,V_01,pt,,,,Mozambique,Jangamo,-24.11122923,35.39701937,13720.359495163
Kambulatsisi,,,,MZ101201,Moatize,,,,MZ1012,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,1858.42861857,V_01,pt,,,,Mozambique,Kambulatsisi,-16.09934635,34.21842202,1964.49436238408
Katapua,,,,MZ010303,Chiure,,,,MZ0103,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,1675.22128695,V_01,pt,,,,Mozambique,Katapua,-13.40313046,39.46633888,5957.25626575947
Kazula,,,,MZ100501,Chiuta,,,,MZ1005,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,3012.34652987,V_01,pt,,,,Mozambique,Kazula,-15.47587083,33.70948208,5279.49341773987
Kuekue,,,,MZ010203,Balama,,,,MZ0102,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,2470.26229408,V_01,pt,,,,Mozambique,Kuekue,-13.79502941,38.34438383,7115.65977993608
Lago Niassa,,,,MZ080701,Lago Niassa,,,,MZ0807,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,6932.98392175,V_01,pt,,,,Mozambique,Lago Niassa,-12.52888952,34.58485361,2113.50967755914
Lalaua,,,,MZ070501,Lalaua,,,,MZ0705,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,2871.22277349,V_01,pt,,,,Mozambique,Lalaua,-14.39400683,38.23475699,21146.5597267449
Larde,,,,MZ070601,Larde,,,,MZ0706,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,734.88713253,V_01,pt,,,,Mozambique,Larde,-16.48620428,39.60126157,21502.2294411063
Lioma,,,,MZ110602,Gurue,,,,MZ1106,Zambezia,,,,MZ11,Moçambique,,,,MZ,2019-06-07,,2911.75242599,V_01,pt,,,,Mozambique,Lioma,-15.295486,36.66786575,36944.4113752544
Lionde,,,,MZ020502,Chokwe,,,,MZ0205,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,928.26864955,V_01,pt,,,,Mozambique,Lionde,-24.69362484,33.0033348,16994.7146517187
Lione,,,,MZ080102,Chimbonila,,,,MZ0801,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,874.46125231,V_01,pt,,,,Mozambique,Lione,-13.64750173,35.16213252,2668.09792459011
Liúpo,,,,MZ070701,Liúpo,,,,MZ0707,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,1363.10663833,V_01,pt,,,,Mozambique,Liupo,-15.64627098,39.92886562,16320.8526730239
Luabo,,,,MZ110901,Luabo,,,,MZ1109,Zambezia,,,,MZ11,Moçambique,,,,MZ,2019-06-07,,1119.50486382,V_01,pt,,,,Mozambique,Luabo,-18.32316486,36.13182879,14732.7750360966
Luenha,,,,MZ100302,Changara,,,,MZ1003,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,2247.38123492,V_01,pt,,,,Mozambique,Luenha,-16.93745582,33.03496824,20720.6721152142
Lugela,,,,MZ111001,Lugela,,,,MZ1110,Zambezia,,,,MZ11,Moçambique,,,,MZ,2019-06-07,,952.33013625,V_01,pt,,,,Mozambique,Lugela,-16.32313805,36.82526478,10491.2124256194
Lumbo,,,,MZ070402,Ilha De Moçambique,,,,MZ0704,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,130.90845024,V_01,pt,,,,Mozambique,Lumbo,-15.05594823,40.6007807,4989.35851097107
Lunga,,,,MZ071601,Mossuril,,,,MZ0716,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,1825.34695343,V_01,pt,,,,Mozambique,Lunga,-15.2692859,40.46336328,7506.82079413533
Lunho,,,,MZ080602,Lago,,,,MZ0806,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,946.39804449,V_01,pt,,,,Mozambique,Lunho,-12.4586893,34.91455894,3072.62531557679
Lurio,,,,MZ071102,Memba,,,,MZ0711,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,710.87676964,V_01,pt,,,,Mozambique,Lurio,-13.63289737,40.47274264,2940.04922276735
Lurio,,,,MZ080303,Cuamba,,,,MZ0803,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,1832.35061285,V_01,pt,,,,Mozambique,Lurio,-14.66016652,36.81170879,8926.20182454586
Lussimbesse,,,,MZ081901,Sanga,,,,MZ0819,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,820.10721173,V_01,pt,,,,Mozambique,Lussimbesse,-13.02762365,35.12825498,6572.81184138358
M'Sawize,,,,MZ081201,Mavago,,,,MZ0812,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,4946.20906281,V_01,pt,,,,Mozambique,MSawize,-12.16673244,36.50504602,1086.35758811235
M'Tamba,,,,MZ011501,Nangade,,,,MZ0115,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,1026.85266935,V_01,pt,,,,Mozambique,MTamba,-11.31230422,39.84496118,3826.72604179382
Mabalane,,,,MZ021002,Mabalane,,,,MZ0210,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,2061.44504661,V_01,pt,,,,Mozambique,Mabalane,-23.88571792,32.81627806,6141.46531122178
Mabote,,,,MZ030801,Mabote,,,,MZ0308,Inhambane,,,,MZ03,Moçambique,,,,MZ,2019-06-07,,4936.81198375,V_01,pt,,,,Mozambique,Mabote,-22.12376107,34.19229963,11386.5540875532
Macaloge,,,,MZ081902,Sanga,,,,MZ0819,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,4493.12492886,V_01,pt,,,,Mozambique,Macaloge,-12.28864888,35.47627779,1119.94900104404
Macarretane,,,,MZ020503,Chokwe,,,,MZ0205,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,1023.5850456,V_01,pt,,,,Mozambique,Macarretane,-24.37210732,32.73022727,8155.74209453166
Macate,,,,MZ040501,Macate,,,,MZ0405,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,1433.63569051,V_01,pt,,,,Mozambique,Macate,-19.39735848,33.56302299,18706.4432924539
Machanga,,,,MZ090902,Machanga,,,,MZ0909,Sofala,,,,MZ09,Moçambique,,,,MZ,2019-06-07,,3757.32590642,V_01,pt,,,,Mozambique,Machanga,-20.99045905,34.48541772,11804.8401218578
Machipanda,,,,MZ040801,Manica,,,,MZ0408,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,588.98848852,V_01,pt,,,,Mozambique,Machipanda,-18.86858714,32.8835712,14651.4944920987
Machoca,,,,MZ011402,Namuno,,,,MZ0114,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,930.73465698,V_01,pt,,,,Mozambique,Machoca,-13.95407653,38.91125886,6849.5278558135
Machubo,,,,MZ050501,Marracuene,,,,MZ0505,Maputo,,,,MZ05,Moçambique,,,,MZ,2019-06-07,,231.97078735,V_01,pt,,,,Mozambique,Machubo,-25.56197941,32.79147285,144.938922919333
Macia,,,,MZ020101,Bilene,,,,MZ0201,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,87.18228633,V_01,pt,,,,Mozambique,Macia,-25.02507387,33.12120261,21316.6176179647
Macomia,,,,MZ010602,Macomia,,,,MZ0106,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,1378.24762275,V_01,pt,,,,Mozambique,Macomia,-12.18979412,40.00221265,22629.3827896416
Macossa,,,,MZ040701,Macossa,,,,MZ0407,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,5607.94205277,V_01,pt,,,,Mozambique,Macossa,-17.80294415,33.93461396,3593.24310308695
Macuacua,,,,MZ021103,Mandlakaze,,,,MZ0211,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,1060.71107116,V_01,pt,,,,Mozambique,Macuacua,-24.3271498,33.91540074,2199.45388664305
Macuze,,,,MZ112001,Namacurra,,,,MZ1120,Zambezia,,,,MZ11,Moçambique,,,,MZ,2019-06-07,,644.96797132,V_01,pt,,,,Mozambique,Macuze,-17.57059284,37.24908712,13051.3095878065
Madzucane,,,,MZ020602,Chongoene,,,,MZ0206,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,265.07942665,V_01,pt,,,,Mozambique,Madzucane,-24.74560661,34.00541091,2314.03796508908
Mafambisse,,,,MZ090702,Dondo,,,,MZ0907,Sofala,,,,MZ09,Moçambique,,,,MZ,2019-06-07,,759.92745945,V_01,pt,,,,Mozambique,Mafambisse,-19.41191559,34.62176613,19945.8346848339
Maganja,,,,MZ111101,Maganja Da Costa,,,,MZ1111,Zambezia,,,,MZ11,Moçambique,,,,MZ,2019-06-07,,1548.00644374,V_01,pt,,,,Mozambique,Maganja,-17.28358784,37.52615616,28557.1751209796
Magude,,,,MZ050301,Magude,,,,MZ0503,Maputo,,,,MZ05,Moçambique,,,,MZ,2019-06-07,,1801.45142924,V_01,pt,,,,Mozambique,Magude,-25.0057614,32.64921762,19558.9988115206
Mahate,,,,MZ011802,Quissanga,,,,MZ0118,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,875.35172139,V_01,pt,,,,Mozambique,Mahate,-12.60530758,40.457801,3383.80960828066
Mahele,,,,MZ050302,Magude,,,,MZ0503,Maputo,,,,MZ05,Moçambique,,,,MZ,2019-06-07,,865.7467879,V_01,pt,,,,Mozambique,Mahele,-24.51457573,32.54082499,105.108963519335
Maiaca,,,,MZ081101,Maua,,,,MZ0811,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,1912.28297752,V_01,pt,,,,Mozambique,Maiaca,-14.11196595,37.24285763,2162.23431119323
Majaua,,,,MZ111301,Milange,,,,MZ1113,Zambezia,,,,MZ11,Moçambique,,,,MZ,2019-06-07,,653.66346675,V_01,pt,,,,Mozambique,Majaua,-16.24804881,35.4347105,20964.7676095963
Makluane,,,,MZ020102,Bilene,,,,MZ0201,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,539.69695803,V_01,pt,,,,Mozambique,Makluane,-25.13887756,33.17372746,791.675651401281
Malanga,,,,MZ080801,Majune,,,,MZ0808,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,5259.5712614,V_01,pt,,,,Mozambique,Malanga,-13.11761563,36.31335977,8529.28577005863
Malehice,,,,MZ020206,Chibuto,,,,MZ0202,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,486.24850822,V_01,pt,,,,Mozambique,Malehice,-24.74671998,33.6762609,11714.9009442925
Malema,,,,MZ070802,Malema,,,,MZ0708,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,2359.03870155,V_01,pt,,,,Mozambique,Malema,-14.88255303,37.62821279,42245.8894239813
Malowera,,,,MZ101104,Maravia,,,,MZ1011,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,5175.28052316,V_01,pt,,,,Mozambique,Malowera,-14.73076831,31.91788425,8744.49875590205
Maluana,,,,MZ050403,Manhiça,,,,MZ0504,Maputo,,,,MZ05,Moçambique,,,,MZ,2019-06-07,,450.16686661,V_01,pt,,,,Mozambique,Maluana,-25.4934704,32.66817733,9400.59872429073
Mandie,,,,MZ040402,Guro,,,,MZ0404,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,1168.98363566,V_01,pt,,,,Mozambique,Mandie,-16.53819689,33.67374842,1922.12900882959
Mandimba,,,,MZ080901,Mandimba,,,,MZ0809,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,1535.41326662,V_01,pt,,,,Mozambique,Mandimba,-14.36467837,35.76869658,45892.5843942761
Mandlakaze,,,,MZ021104,Mandlakaze,,,,MZ0211,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,97.81622541,V_01,pt,,,,Mozambique,Mandlakaze,-24.71517392,33.86682489,15735.1914512813
Manhiça,,,,MZ050404,Manhiça,,,,MZ0504,Maputo,,,,MZ05,Moçambique,,,,MZ,2019-06-07,,412.11432323,V_01,pt,,,,Mozambique,Manhica,-25.3522077,32.72527511,35510.8297989219
Maniamba,,,,MZ080603,Lago,,,,MZ0806,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,1263.45713969,V_01,pt,,,,Mozambique,Maniamba,-12.76296029,35.04038042,8434.45673459768
Manica,,,,MZ040802,Manica,,,,MZ0408,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,121.43943819,V_01,pt,,,,Mozambique,Manica,-18.95231592,32.87608235,33989.1792728007
Manje,,,,MZ100502,Chiuta,,,,MZ1005,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,4111.90563119,V_01,pt,,,,Mozambique,Manje,-15.50982324,33.2280645,21335.4558307678
Mapai,,,,MZ021201,Mapai,,,,MZ0212,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,11601.48549517,V_01,pt,,,,Mozambique,Mapai,-22.6245121,32.48571191,7245.89015983045
Mapinhane,,,,MZ031301,Vilankulo,,,,MZ0313,Inhambane,,,,MZ03,Moçambique,,,,MZ,2019-06-07,,4047.40162564,V_01,pt,,,,Mozambique,Mapinhane,-22.41251281,35.17573182,4811.90247519314
Mapulanguene,,,,MZ050303,Magude,,,,MZ0503,Maputo,,,,MZ05,Moçambique,,,,MZ,2019-06-07,,2670.77336648,V_01,pt,,,,Mozambique,Mapulanguene,-24.52170886,32.18128145,208.653256081045
Mapupulo,,,,MZ011101,Montepuez,,,,MZ0111,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,742.70569688,V_01,pt,,,,Mozambique,Mapupulo,-13.30133636,38.91255064,2721.09022080898
Maquival,,,,MZ111201,Maquival,,,,MZ1112,Zambezia,,,,MZ11,Moçambique,,,,MZ,2019-06-07,,617.40114868,V_01,pt,,,,Mozambique,Maquival,-17.82502675,37.04972572,8476.16055601835
Marangira,,,,MZ081001,Marrupa,,,,MZ0810,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,6768.59502316,V_01,pt,,,,Mozambique,Marangira,-12.72309284,37.58905145,1349.78795196489
Marara,,,,MZ101001,Marara,,,,MZ1010,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,2715.85401947,V_01,pt,,,,Mozambique,Marara,-16.05397773,33.16779296,17356.4069092572
Maringue,,,,MZ091002,Maringue,,,,MZ0910,Sofala,,,,MZ09,Moçambique,,,,MZ,2019-06-07,,2223.52966027,V_01,pt,,,,Mozambique,Maringue,-17.82229515,34.49966349,13043.6934080422
Marracuene,,,,MZ050502,Marracuene,,,,MZ0505,Maputo,,,,MZ05,Moçambique,,,,MZ,2019-06-07,,465.12027439,V_01,pt,,,,Mozambique,Marracuene,-25.73013682,32.65863466,69812.6111042649
Marromeu,,,,MZ091102,Marromeu,,,,MZ0911,Sofala,,,,MZ09,Moçambique,,,,MZ,2019-06-07,,3752.32337722,V_01,pt,,,,Mozambique,Marromeu,-18.5499433,35.82073086,37638.4087129831
Marrupa,,,,MZ081002,Marrupa,,,,MZ0810,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,7421.17593962,V_01,pt,,,,Mozambique,Marrupa,-13.161901,37.26614119,19836.5603802726
Massangena,,,,MZ021301,Massangena,,,,MZ0213,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,1877.1624489,V_01,pt,,,,Mozambique,Massangena,-21.72770609,33.00064925,3650.60654249787
Massangulo,,,,MZ081702,Ngauma,,,,MZ0817,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,1583.05215007,V_01,pt,,,,Mozambique,Massangulo,-13.86919037,35.41904118,24287.6216026247
Massinga,,,,MZ030902,Massinga,,,,MZ0309,Inhambane,,,,MZ03,Moçambique,,,,MZ,2019-06-07,,2064.74399138,V_01,pt,,,,Mozambique,Massinga,-23.23031112,35.28932476,57445.8113042712
Massingir,,,,MZ021401,Massingir,,,,MZ0214,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,1710.39589971,V_01,pt,,,,Mozambique,Massingir,-24.09238699,32.10271759,7950.39162039757
Matchedje,,,,MZ081903,Sanga,,,,MZ0819,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,5157.81247246,V_01,pt,,,,Mozambique,Matchedje,-11.72103876,35.80523798,252.477839291096
Matibane,,,,MZ071602,Mossuril,,,,MZ0716,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,707.40225942,V_01,pt,,,,Mozambique,Matibane,-14.71801244,40.69419315,10587.5241377056
Matola Rio,,,,MZ050102,Boane,,,,MZ0501,Maputo,,,,MZ05,Moçambique,,,,MZ,2019-06-07,,205.82884112,V_01,pt,,,,Mozambique,Matola Rio,-25.90323825,32.39245712,52417.7015299499
Matondovela,,,,MZ081401,Mecula,,,,MZ0814,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,8348.99632116,V_01,pt,,,,Mozambique,Matondovela,-12.12959434,37.10357922,210.690263837576
Matsinho,,,,MZ041201,Vanduzi,,,,MZ0412,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,1307.15384938,V_01,pt,,,,Mozambique,Matsinho,-18.89354329,33.56310499,9917.06685701013
Maua,,,,MZ081102,Maua,,,,MZ0811,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,6134.25355335,V_01,pt,,,,Mozambique,Maua,-13.80516859,36.92622434,15080.9322149456
Mavago,,,,MZ081202,Mavago,,,,MZ0812,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,4248.40018864,V_01,pt,,,,Mozambique,Mavago,-12.19313445,36.14501142,6722.89113053679
Mavala,,,,MZ010204,Balama,,,,MZ0102,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,1284.3263226,V_01,pt,,,,Mozambique,Mavala,-13.11526374,38.43087674,5867.77421760559
Mavodze,,,,MZ021402,Massingir,,,,MZ0214,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,3037.29941704,V_01,pt,,,,Mozambique,Mavodze,-23.59390471,31.95986959,641.071584150195
Mavonde,,,,MZ040803,Manica,,,,MZ0408,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,1001.66323707,V_01,pt,,,,Mozambique,Mavonde,-18.63012886,33.01372478,1911.98352090269
Mavue,,,,MZ021302,Massangena,,,,MZ0213,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,5667.3911264,V_01,pt,,,,Mozambique,Mavue,-21.72954328,32.41680798,1745.60154895484
Mawayela,,,,MZ031201,Panda,,,,MZ0312,Inhambane,,,,MZ03,Moçambique,,,,MZ,2019-06-07,,2771.05635971,V_01,pt,,,,Mozambique,Mawayela,-24.05715903,34.10573531,1513.21576815099
Maxixe,,,,MZ031001,Maxixe,,,,MZ0310,Inhambane,,,,MZ03,Moçambique,,,,MZ,2019-06-07,,267.74080166,V_01,pt,,,,Mozambique,Maxixe,-23.87139233,35.30300801,43168.5384249091
Mazeze,,,,MZ010304,Chiure,,,,MZ0103,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,692.68247402,V_01,pt,,,,Mozambique,Mazeze,-13.39041108,40.24393501,2964.39494109154
Mazivila,,,,MZ020103,Bilene,,,,MZ0201,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,378.40395997,V_01,pt,,,,Mozambique,Mazivila,-24.87613366,33.16083116,1899.51802299917
Mazula,,,,MZ071103,Memba,,,,MZ0711,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,1569.54057194,V_01,pt,,,,Mozambique,Mazula,-13.97121784,40.32691053,13015.0220235884
Mbau,,,,MZ011002,Mocimboa Da Praia,,,,MZ0110,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,784.86662686,V_01,pt,,,,Mozambique,Mbau,-11.62050677,40.29491567,829.215380460024
Meconta,,,,MZ070903,Meconta,,,,MZ0709,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,459.89038219,V_01,pt,,,,Mozambique,Meconta,-15.05662216,39.86023231,7406.78059753776
Mecuburi,,,,MZ071001,Mecuburi,,,,MZ0710,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,3640.81306039,V_01,pt,,,,Mozambique,Mecuburi,-14.61942571,38.91884792,29468.2056670487
Mecufi,,,,MZ010701,Mecufi,,,,MZ0107,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,619.93551302,V_01,pt,,,,Mozambique,Mecufi,-13.33766829,40.46540164,10369.4067199826
Mecula,,,,MZ081402,Mecula,,,,MZ0814,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,9666.45417645,V_01,pt,,,,Mozambique,Mecula,-11.87642158,38.00765464,4861.10272926092
Megaza,,,,MZ111802,Morrumbala,,,,MZ1118,Zambezia,,,,MZ11,Moçambique,,,,MZ,2019-06-07,,1584.6650004,V_01,pt,,,,Mozambique,Megaza,-17.34910342,35.43040319,11421.5897102058
Meloco,,,,MZ011403,Namuno,,,,MZ0114,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,1406.10695834,V_01,pt,,,,Mozambique,Meloco,-13.55981651,39.18346493,10468.5140600502
Meluco,,,,MZ010801,Meluco,,,,MZ0108,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,4524.68590594,V_01,pt,,,,Mozambique,Meluco,-12.46128015,39.5313872,7763.89799110592
Memba,,,,MZ071104,Memba,,,,MZ0711,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,1385.27912287,V_01,pt,,,,Mozambique,Memba,-14.2522192,40.52357537,57629.5247159302
Meponda,,,,MZ080103,Chimbonila,,,,MZ0801,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,818.90756812,V_01,pt,,,,Mozambique,Meponda,-13.27271726,34.87244327,293.327836863697
Mepuagiua,,,,MZ110603,Gurue,,,,MZ1106,Zambezia,,,,MZ11,Moçambique,,,,MZ,2019-06-07,,1289.09390509,V_01,pt,,,,Mozambique,Mepuagiua,-15.61354224,37.08717328,22226.8297557235
Mesa,,,,MZ010102,Ancuabe,,,,MZ0101,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,1413.69565683,V_01,pt,,,,Mozambique,Mesa,-12.95513014,39.46838842,4133.643806234
Messano,,,,MZ020104,Bilene,,,,MZ0201,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,367.89865925,V_01,pt,,,,Mozambique,Messano,-24.97390643,33.00030942,3862.57368424535
Messica,,,,MZ040804,Manica,,,,MZ0408,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,821.5932061,V_01,pt,,,,Mozambique,Messica,-19.05946063,33.01392042,12184.4879836142
Metangula,,,,MZ080604,Lago,,,,MZ0806,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,827.5885575,V_01,pt,,,,Mozambique,Metangula,-12.85581787,34.8529302,12123.4271679521
Metarica,,,,MZ081501,Metarica,,,,MZ0815,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,2613.71465722,V_01,pt,,,,Mozambique,Metarica,-14.25883303,36.64361313,8421.53732255101
